6.725136153966759789e-01 6.880483351155372018e-01
3.852340075568768119e-01 3.907063144243191344e-01
4.209449251427094807e-01 4.368297264829971160e-01
3.356066608702577558e-01 3.631532413454897079e-01
7.202474006826252717e-01 7.814888651040925449e-01
5.794561396571191736e-01 5.834675006854486146e-01
5.275178519437564439e-01 5.176956704147948063e-01
5.086138014642935801e-01 5.526700424553152580e-01
5.201379324783343971e-01 5.482522867936352462e-01
3.345554155644308025e-01 3.258184916982588830e-01
7.323934884670844081e-01 7.591520972773434517e-01
6.053028983522155126e-01 6.196344223095791026e-01
3.579802010266404100e-01 3.886596494138759295e-01
3.858910321337778448e-01 3.650973483320507085e-01
4.254025132934514120e-01 4.175427653038521481e-01
5.010392365742379894e-01 5.391505225986843453e-01
