0.000000000000000000e+00 1.041651675601774585e+01
5.263157894736842479e+00 4.627891522546651970e+01
1.052631578947368496e+01 4.014842045121493186e+01
1.578947368421052744e+01 5.646175456501896406e+01
2.105263157894736992e+01 7.521786247845022899e+01
2.631578947368421240e+01 7.469286109541253893e+01
3.157894736842105488e+01 6.042648931703246973e+01
3.684210526315789735e+01 7.392867084554704604e+01
4.210526315789473983e+01 1.021397860956930970e+02
4.736842105263158231e+01 1.349462067889769799e+02
5.263157894736842479e+01 1.164236207723907910e+02
5.789473684210526727e+01 1.375292367932370325e+02
6.315789473684210975e+01 1.470117878231955046e+02
6.842105263157895934e+01 1.471083440608869637e+02
7.368421052631579471e+01 1.798381074526760699e+02
7.894736842105263008e+01 1.774676221698732093e+02
8.421052631578947967e+01 1.940602110803041001e+02
8.947368421052632925e+01 2.088548700776354110e+02
9.473684210526316463e+01 2.199647551794133449e+02
1.000000000000000000e+02 2.186260631342318277e+02
