0.000000000000000000e+00 1.344781148500822976e+00
8.000000000000000167e-02 1.906608982483989578e+00
1.600000000000000033e-01 2.760778738629769524e+00
2.399999999999999911e-01 1.716980365776120676e+00
3.200000000000000067e-01 1.934566997925755150e+00
4.000000000000000222e-01 3.022480705023714798e+00
4.799999999999999822e-01 3.154479614912063745e+00
5.600000000000000533e-01 2.742254435223625997e+00
6.400000000000000133e-01 2.657495782559798236e+00
7.199999999999999734e-01 1.694681756652957061e+00
8.000000000000000444e-01 1.695945232177432871e+00
8.800000000000000044e-01 1.759760743020353901e+00
9.599999999999999645e-01 3.129960030150804151e+00
1.040000000000000036e+00 3.136568809494691301e+00
1.120000000000000107e+00 2.473463241650412314e+00
1.199999999999999956e+00 2.449365125415988498e+00
1.280000000000000027e+00 4.048255097848603157e-01
1.360000000000000098e+00 2.217428851006262747e+00
1.439999999999999947e+00 1.373691246214465256e+00
1.520000000000000018e+00 4.467183279800623907e+00
1.600000000000000089e+00 3.121691676853539654e+00
1.679999999999999938e+00 3.735749311341746370e+00
1.760000000000000009e+00 3.425305658537701081e+00
1.840000000000000080e+00 7.390828296661919872e-01
1.919999999999999929e+00 2.945329119538335760e+00
2.000000000000000000e+00 4.325307459453682668e+00
2.080000000000000071e+00 4.241296129739991372e+00
2.160000000000000142e+00 5.218562048700883693e+00
2.240000000000000213e+00 5.947660224661531103e+00
2.319999999999999840e+00 4.900038966384264505e+00
2.399999999999999911e+00 4.228168156744257722e+00
2.479999999999999982e+00 4.073338444795727931e+00
2.560000000000000053e+00 4.593627060959247999e+00
2.640000000000000124e+00 4.467671281866270050e+00
2.720000000000000195e+00 6.253974901244269802e+00
2.800000000000000266e+00 7.544047631216830752e+00
2.879999999999999893e+00 7.844396531174586684e+00
2.959999999999999964e+00 8.524906097468656796e+00
3.040000000000000036e+00 9.465906256745547864e+00
3.120000000000000107e+00 9.071023671928417187e+00
3.200000000000000178e+00 8.831914053597326841e+00
3.280000000000000249e+00 1.031489090066244785e+01
3.359999999999999876e+00 1.114109084985622289e+01
3.439999999999999947e+00 9.445438004554382871e+00
3.520000000000000018e+00 1.045285494258388503e+01
3.600000000000000089e+00 1.025855195741043246e+01
3.680000000000000160e+00 1.237452849553107548e+01
3.760000000000000231e+00 1.167187514937611681e+01
3.839999999999999858e+00 1.168601656476446138e+01
3.919999999999999929e+00 1.078442598873886205e+01
4.000000000000000000e+00 1.204801648895203847e+01
4.080000000000000071e+00 1.381305087611975146e+01
4.160000000000000142e+00 1.260844002367051253e+01
4.240000000000000213e+00 1.341677470748683909e+01
4.320000000000000284e+00 1.236620292187769010e+01
4.400000000000000355e+00 1.137277205429980675e+01
4.480000000000000426e+00 1.181790760956301334e+01
4.560000000000000497e+00 9.477959387565437765e+00
4.639999999999999680e+00 9.971827430338143117e+00
4.719999999999999751e+00 9.882966091010448650e+00
4.799999999999999822e+00 9.786063400922641264e+00
4.879999999999999893e+00 1.091567631425460227e+01
4.959999999999999964e+00 9.573744867005766324e+00
5.040000000000000036e+00 7.097084994817173254e+00
5.120000000000000107e+00 7.768004791421027733e+00
5.200000000000000178e+00 5.582891571106112671e+00
5.280000000000000249e+00 6.226103542016020675e+00
5.360000000000000320e+00 4.727153521259434221e+00
5.440000000000000391e+00 6.705295320601866393e+00
5.520000000000000462e+00 4.942759353278100676e+00
5.600000000000000533e+00 4.410776946902342566e+00
5.679999999999999716e+00 6.484247215362900718e+00
5.759999999999999787e+00 3.553179327094324158e+00
5.839999999999999858e+00 3.307593297886865180e+00
5.919999999999999929e+00 3.596225764504321631e+00
6.000000000000000000e+00 4.026308799200667643e+00
6.080000000000000071e+00 2.796649791498813542e+00
6.160000000000000142e+00 2.432801629138945820e+00
6.240000000000000213e+00 2.305979364238719853e+00
6.320000000000000284e+00 2.585511939573630347e+00
6.400000000000000355e+00 2.760017051418637735e+00
6.480000000000000426e+00 4.225460716899470448e+00
6.560000000000000497e+00 1.192819584228238528e+00
6.640000000000000568e+00 3.641677562883095298e+00
6.719999999999999751e+00 1.958226978153740916e+00
6.799999999999999822e+00 1.781671928133599092e+00
6.879999999999999893e+00 1.223551423521892723e+00
6.959999999999999964e+00 1.949394885530380206e+00
7.040000000000000036e+00 3.386439179542551692e+00
7.120000000000000107e+00 3.094141938748641074e+00
7.200000000000000178e+00 1.711580074750123526e+00
7.280000000000000249e+00 8.424966534669213747e-01
7.360000000000000320e+00 2.763343097935626158e+00
7.440000000000000391e+00 2.593985213020324032e+00
7.520000000000000462e+00 3.307135889544855267e+00
7.600000000000000533e+00 2.745954060649023809e+00
7.679999999999999716e+00 2.615354331121114928e+00
7.759999999999999787e+00 2.854792015351757417e+00
7.839999999999999858e+00 1.811840751977362718e+00
7.919999999999999929e+00 1.773908803912253029e+00
8.000000000000000000e+00 2.080726302300855757e+00
