0.000000000000000000e+00 7.623206676656948844e+00
2.631578947368421240e+00 3.312079545104217715e+01
5.263157894736842479e+00 3.621267900003737594e+01
7.894736842105263719e+00 5.184219760626151441e+01
1.052631578947368496e+01 7.259730632627933744e+01
1.315789473684210620e+01 9.034654198801678149e+01
1.578947368421052744e+01 9.125238768898216790e+01
1.842105263157894868e+01 1.187755075319257401e+02
2.105263157894736992e+01 1.231084018502508286e+02
2.368421052631579116e+01 1.482046389533109618e+02
2.631578947368421240e+01 1.480025827093651287e+02
2.894736842105263364e+01 1.704363392782854589e+02
3.157894736842105488e+01 1.779733837363113196e+02
3.421052631578947967e+01 2.254692153434390605e+02
3.684210526315789735e+01 2.076076314546416768e+02
3.947368421052631504e+01 2.087683932784411525e+02
4.210526315789473983e+01 2.402192128206165762e+02
4.473684210526316463e+01 2.493489493759208813e+02
4.736842105263158231e+01 2.703551446559987994e+02
5.000000000000000000e+01 2.773166078493934492e+02
