0.000000000000000000e+00 1.197926176712955112e+03
2.307692307692307487e+00 8.672233106188060674e+02
4.615384615384614975e+00 6.550681135100082884e+02
6.923076923076922462e+00 3.709765368268859902e+02
9.230769230769229949e+00 2.939628262088189672e+02
1.153846153846153655e+01 1.207849196108325032e+02
1.384615384615384492e+01 7.163664247497446524e+01
1.615384615384615330e+01 8.712192947137945964e+01
1.846153846153845990e+01 8.417900852168453696e+01
2.076923076923076650e+01 2.065779817731490198e+02
2.307692307692307310e+01 2.910169592880262144e+02
2.538461538461538325e+01 4.702837781448258170e+02
2.769230769230768985e+01 6.563590537199286246e+02
3.000000000000000000e+01 9.366692324312580240e+02
