0.000000000000000000e+00 1.890863204515119023e+00
1.285714285714285809e+00 6.066576443567118559e+00
2.571428571428571619e+00 4.698130439195669084e+00
3.857142857142857650e+00 8.216612005725945522e+00
5.142857142857143238e+00 1.025800089655220937e+01
6.428571428571428825e+00 1.182329247223013091e+01
7.714285714285715301e+00 1.437463707251151490e+01
9.000000000000000000e+00 1.760235486817103734e+01
1.028571428571428648e+01 1.982454408445932970e+01
1.157142857142857295e+01 2.055905254210802369e+01
1.285714285714285765e+01 2.032005112996843721e+01
1.414285714285714413e+01 2.172796948301636633e+01
1.542857142857143060e+01 2.322457408346935281e+01
1.671428571428571530e+01 2.627321781636596043e+01
1.800000000000000000e+01 2.693250791969715507e+01
